game_id,move_idx,player_idx,player_type,row,col,result
23469133,0,1,NaiveAgent1,0,0,miss
23469133,1,2,AIAgent4,4,2,miss
23469133,2,1,NaiveAgent1,0,1,miss
23469133,3,2,AIAgent4,6,4,miss
23469133,4,1,NaiveAgent1,0,2,hit
23469133,5,2,AIAgent4,2,5,miss
23469133,6,1,NaiveAgent1,0,3,hit
23469133,7,2,AIAgent4,5,6,miss
23469133,8,1,NaiveAgent1,0,4,hit
23469133,9,2,AIAgent4,3,3,miss
23469133,10,1,NaiveAgent1,0,5,hit
23469133,11,2,AIAgent4,4,7,miss
23469133,12,1,NaiveAgent1,0,6,sunk
23469133,13,2,AIAgent4,7,5,hit
23469133,14,1,NaiveAgent1,0,7,miss
23469133,15,2,AIAgent4,7,4,hit
23469133,16,1,NaiveAgent1,0,8,hit
23469133,17,2,AIAgent4,7,6,miss
23469133,18,1,NaiveAgent1,0,9,miss
23469133,19,2,AIAgent4,7,3,hit
23469133,20,1,NaiveAgent1,1,0,miss
23469133,21,2,AIAgent4,7,2,miss
23469133,22,1,NaiveAgent1,1,1,miss
23469133,23,2,AIAgent4,6,5,hit
23469133,24,1,NaiveAgent1,1,2,miss
23469133,25,2,AIAgent4,6,3,hit
23469133,26,1,NaiveAgent1,1,3,miss
23469133,27,2,AIAgent4,8,3,miss
23469133,28,1,NaiveAgent1,1,4,miss
23469133,29,2,AIAgent4,5,5,hit
23469133,30,1,NaiveAgent1,1,5,miss
23469133,31,2,AIAgent4,4,5,hit
23469133,32,1,NaiveAgent1,1,6,miss
23469133,33,2,AIAgent4,3,5,sunk
23469133,34,1,NaiveAgent1,1,7,miss
23469133,35,2,AIAgent4,5,3,hit
23469133,36,1,NaiveAgent1,1,8,hit
23469133,37,2,AIAgent4,4,3,sunk
23469133,38,1,NaiveAgent1,1,9,miss
23469133,39,2,AIAgent4,8,4,sunk
23469133,40,1,NaiveAgent1,2,0,miss
23469133,41,2,AIAgent4,1,7,miss
23469133,42,1,NaiveAgent1,2,1,miss
23469133,43,2,AIAgent4,6,8,miss
23469133,44,1,NaiveAgent1,2,2,miss
23469133,45,2,AIAgent4,1,4,miss
23469133,46,1,NaiveAgent1,2,3,miss
23469133,47,2,AIAgent4,8,7,hit
23469133,48,1,NaiveAgent1,2,4,miss
23469133,49,2,AIAgent4,7,7,hit
23469133,50,1,NaiveAgent1,2,5,miss
23469133,51,2,AIAgent4,6,7,sunk
23469133,52,1,NaiveAgent1,2,6,miss
23469133,53,2,AIAgent4,2,1,hit
23469133,54,1,NaiveAgent1,2,7,miss
23469133,55,2,AIAgent4,2,2,hit
23469133,56,1,NaiveAgent1,2,8,sunk
23469133,57,2,AIAgent4,2,0,miss
23469133,58,1,NaiveAgent1,2,9,miss
23469133,59,2,AIAgent4,2,3,sunk
